S.No,Comments,Label,Unnamed: 3
HATE_4256,Next faima I pòjiShan loki rAvAli saporT lekuMDA gem ADaTledu Worst gA behave chestuMdi aha erri puku di,hate,
HATE_4257,ginnèlu nenu èppuDu kaDagaledu annappuDu vivIDiyo ple chesinappuDu gItU mòhaM chUDAli kothi la pettindi moham,hate,
HATE_4258,Geethu ni frist eleminate cheyyandi mari ante Mari chesthundhi edhi pedha over action toy aeindhi ra babu,hate,
HATE_4259,Satya over action ekuva aindhi arjun paina Papam vadi affection kuda content laga thisukundhi,hate,
HATE_4260,Ammai Maya la padithy Ela madhyala out aavtham papam bali aaipoyadu pilla puku gadu,hate,
HATE_4261,Mustache kosam wait chesi untaduinni rojulu ee video cheyadanikienthaina ne dedication ki hats off bro,non-hate,
HATE_4262,tamaru chèppiMdi karèkT gA pATiste e samasyalu uMDavuannagAru   bAgA chèppAru ketirèDDi annagAru,non-hate,
HATE_4263,abbA chAlA huMdAgA chèppAru sAr mitrulArA mATlADe vidhAnaMlo  mana  kòDAli kannA  bèsT kadA…,non-hate,
HATE_4264,bauliMg varasT iMDiyan TIm di ,hate,
HATE_4265,phainal iMglAMD  gèlavAli Al di bèsT iMglAMD TIm twozerotwotwo iMglAMD vinnar,non-hate,
HATE_4266,Cup pAkisthAn de adRRiShTaM kalisi vachchiMdi All the best pAkisthAn,non-hate,
HATE_4267,England match gelichindi viratsky and hardik hrudayalu gelicharu anthe,non-hate,
HATE_4268,Ipl ki best mana palyers  international matches enduku waste,hate,
HATE_4269,Kanisam okka wicket kooda teeyaledu waste galu,hate,
HATE_4270,meDaM gAru mIru mATlADiMdi onezerozero karèkT meDaM gAru hATs Aph TU yu meDaM gAru,non-hate,
HATE_4271,"
vijay devarakòMDa guriMchi chèppiMdi chAlA parphèkT gA chèppAru meDam",non-hate,
HATE_4272,priyA gAru mIru chesina kAmèMT chAlA bAgunnadi ilAMTi vAru tèlusukovAli dhanya vAdAlu,non-hate,
HATE_4273,amma amma emuMdi sinimAlanu kanna ide bAguMdi,non-hate,
HATE_4274,maMchu kuTuMbaM tèlugu prajaki devuDu ichchina gòppa varaM,non-hate,
HATE_4275,kAmèDI siMgars I vidhaMgA vALlaku òka gurtiMpu vachchiMdi,non-hate,
HATE_4276,"maMchu kuTuMbaM tèlugu prajaki devuDu ichchina gòppa varaM
tappadu bhariMchAlsiMdezero",non-hate,
HATE_4277,Nenu DrAyar èsta chUDu nenu DrAyar èstA chUDu nA DrAyar siad chUDakuMTe ippèsta chUDu,hate,
HATE_4278,annA nijaMgA chAlA rojula tarvAta manasphUrtigA navvukunnAnu  tq anna keep doing like this,non-hate,
HATE_4279,Anna mee Spandhana bagundhi,non-hate,
HATE_4280,rashmikaanteasalu chiraku naaku,hate,
HATE_4281,chAlA bAgA chestAru mIru abhimAni ayipoyAnu mIku,non-hate,
HATE_4282,Saami Kadha kannaa venakaala nuvv cheppina vivarana baagundi…,non-hate,
HATE_4283,Ayana gòppavADani pògiDinappuDu Ayana lAgAne mIru kUDA uMDAli kadA,non-hate,
HATE_4284,RGV effect valla Puri cinemalu anni dobbayi,hate,
HATE_4285,vadu donga nuuv yadava,hate,
HATE_4286,Psycho pastor vadulu,hate,
HATE_4287,RGV tharuvathe evarainaRGV is greater than  Rajamouli or anyone else,non-hate,
HATE_4288,Vine vallani batti cheppochu RGV ki entha respect istharo vallu,non-hate,
HATE_4289,Swaami nee attitude ardham chesukune maturity ee world ki Inka raledhumay be after twozero years we may get that maturity really you are amazing…,non-hate,
HATE_4290,Ne failures ni kuda honest ga accept chesthav andhuke nuv Greatnormal human being ki adhi kudharadhu,non-hate,
HATE_4291,Meeru nijanga great sir RGV is very great,non-hate,
HATE_4292,Upendra cinema lo hero character RGV Real Character Same to same,non-hate,
HATE_4293,Pakka salaar release twoeight sep key prashant neel ss Rajamouli RRR key bayapadaley viniki bayapadutada na lowda,hate,
HATE_4294,"jIvA o vilakShaNamaina naTuDu
sIriyas phyUriyas pAtrale kAka kAmèDIni kUDA nUTiki nUrupALlU paMDiMchagala adbhutanaTuDu",non-hate,
HATE_4295,ilAMTi naTuDu maLlI puTTADu tèlugu iMDasTrIki dòrikina ANimutyaM mA jIva sAr,non-hate,
HATE_4296,tèlugu parishramaku unna maMchi naTullo jIvA gAru òkaru,non-hate,
HATE_4297,mI anckaring sUpar,non-hate,
HATE_4298,idòka iMTarvyU nA waste interview,hate,
HATE_4299,hoM vark chAlA bAguMdi,non-hate,
HATE_4300,kUTi kosaM koTi vidyalu,non-hate,
HATE_4301,Sound thaginchi chudala Thu dinamma yemundhira dintlo lanja la undi,hate,
HATE_4302,dikku mAlina hèDDiMg lu vèdava sTorIlu,hate,
HATE_4303,Koja valla number untyy send me,hate,
HATE_4304,strIlanu vIdhiloki lagakaMdi pavan gAru chUste Ayanaki pArTI ki chèDDa peru vastuMdi,non-hate,
HATE_4305,annA nuvu muDDi kaDukkokuA nILlu vRRithA kAvupòlAlaki nITi karuvu vuMDadu,hate,
HATE_4306,tèlivigalavALlani anukuMTAMgAnI kAdu adRRiShTaM emUlo eDustuMdi iTlAMTi  vALLaki janAlato tiTTiMchukuMTe kAni nidra paTTadu,hate,
HATE_4307,Number cheppakunda recharge super ga chesav ,non-hate,
HATE_4308,Nuvu nijangane pichodivi,hate,
HATE_4309,tòmmidi nimiShAla vIDiyo lo ninezerozero kAmèDI sUpar bro nIvu…,non-hate,
HATE_4310,aMtariMchi potunna ArogyAvaMtamaina hAsyAnni taTTi lepina sAtvik,non-hate,
HATE_4311,kAdannA navvi navvi chachchipote èvaru rèspAnsibiliTI annA sUpar anna,non-hate,
HATE_4312,Prathi scene prathi shot u mind pothundhi Amma baboy Awesome script selection,non-hate,
HATE_4313,I vIDiyo taruvAta nenu nuku pèdda abhimAni ayyAnu bro supur,non-hate,
HATE_4314,sUpar bradar kAmèDI kekka  onezerozerozero kAmèDI vIDiyo,non-hate,
HATE_4315,nuvvu mA pAliTa devuDu anna,non-hate,
HATE_4316,Annaaaa navvii navvvii stomach pain vachindhi ,non-hate,
HATE_4317,Chala bagundhi anna,non-hate,
HATE_4318,sUpar anna nI vIDiyos nI mATalu aMTe nAku chAlA iShTaM aMduke nI ChAnal sabskraib,non-hate,
HATE_4319,tèlaMgANa jAti ratnAlu manoLlu,non-hate,
HATE_4320,veedu em chestunadu ra ante I want to understand his state of mind kantlo neellochinay navvi navvi devudaa,non-hate,
HATE_4321,kèjiyaph maniShi òMTarivADainA dhairyaMgA paristhitulato porADi batakagaligeMta dhairyaM ichche sinimAkAMtArA maniShi dhairyavaMtuDu aMdarU unnavADainA mUDhanammakAla peruto maniShilo unna dhairyAnni  nAshanaM chese sinimA,non-hate,
HATE_4322,halo meDaM upeMdra ni takkuvagA chèyyaku  nI nyUs chèppukoledha davada pagalipotundi,hate,
HATE_4323,pAn iMDiyA rèDIgA uMDu twozerotwothreelo Taigar ènTIAr Anna vastunnADu,non-hate,
HATE_4324,èkkasAkka pApaki mAtraM rèMDu òkesAri pèTTAli puku lo maMchi kasi mIda vuMdi,hate,
HATE_4325,prati sIn pratI ShATmati potuMdi lopala awesome,non-hate,
HATE_4326,lAsT lo sAMg èMta maMdi mis ayyAru bro,non-hate,
HATE_4327,"Madya madyalo aha sound vere levelEe aunty ekkada dorikindi bro vadaletlduga
Gap ekkuvindi bro",non-hate,
HATE_4328,Vaanchi Padidhengu broo,hate,
HATE_4329,bro vachchAvA Iroju kUDA rAkuMTe peparlo vepiddaM anukuMTA  vuMTi,non-hate,
HATE_4330,Enni rojulu ayindi anna ne video chusi,non-hate,
HATE_4331,dAnni peru eMTi aiDi eMTi chapU bradar ,non-hate,
HATE_4332,dAnaMlo karNuDiki kajin lA naTanalo kamalahAsan nu miMchipoyelA,non-hate,
HATE_4333,Return lo bocha nuvvu theeskoni unte super laughter vachedhi bro,non-hate,
HATE_4334,anni ichcheyAlsiMdi bradar òMTi mIda emi lekuMDA sigu lenu edava laga,hate,
HATE_4335,idI òka plAn prakAraM jariginaTTu uMdi bhale sIn,non-hate,
HATE_4336,navvaleka chachchAnu,non-hate,
HATE_4337,Mind blowannaekumbaga chesaru acting iddaru super anuko annnaaa,non-hate,
HATE_4338,Media devolop ayyAka prati ammAyi hIroyin ani anukòni chese performance trolls ki bAgA upayagapaDutunnAyi inni klippiMgs kalèkT chesi òka similar video cheyaDaM great,non-hate,
HATE_4339,Chaala disappointed mood lo intiki vacha bro mind antha free aipoindhi,non-hate,
HATE_4340,eMdi bro idi nenu bhUtulu tiDite Serious avutunnAru dIMTlo bUtulu enjoy chestunnAru lawda gala ,hate,
HATE_4341,asalu iMglIShu sinimAlu lone ilAMTi padAlu uMTAyi ,non-hate,
HATE_4342,Atlunttadhi palanadu thitlantte sarrigga deggutam,hate,
HATE_4343,Na ears lonundi blood leak ayindhi lanjalu kompa lo dialogue vini,hate,
HATE_4344,shivashivaAvinalekapotunnAM,non-hate,
HATE_4345,I web series mIda case veddAMèMdi A mATalu,hate,
HATE_4346,Dengav ga video,hate,
HATE_4347,Ninnu dengestanu,hate,
HATE_4348,Telugu industry na modda kudavandi ra,hate,
HATE_4349,daMDAlayyA daMDalayyA mAtone nuvvu uMDAlayya,non-hate,
HATE_4350,I vayasulone ilA unnAru aMTe Arojullo ènni pòlAlu dunnAro,non-hate,
HATE_4351,puruSha jAti ANimutyaM sAr mIru,non-hate,
HATE_4352,mIru devuDu ayyA iMkA mA AyuShShu posukòni onezerozerozero saMvatsarAlu batakAli ,non-hate,
HATE_4353,Kindha Midha Upu Doctor Samaram Sir Thopu ,non-hate,
HATE_4354,mIru devuDu sAr,non-hate,
HATE_4355,Meeru ee subject lo god sir Maaku ee subject lo meeru cheppinantha correct clear solution evaru leru,non-hate,
HATE_4356,kani ekkuva cheste alasata weakness body peragaka povadam teenage lo tarvata kuda face paina gaddalu pimples ravadam nijambetter keep it twothree times a weekget busy and focus on your studies and career guys,non-hate,
HATE_4357,mIku tèliyani viShayAlu aMTU uMDavA rAju gAru chAlA chAlA chakkagA vivariMchAru yU TUblo mIru chèppe vIDiyos chUsi pATiMchite chAlu prati maniShi hAyigA AnaMdaMgA jIviMcha vachchu mIru I samAjAniki devuDu ichchina varaM,non-hate,
HATE_4358,sAr mimalni chUstuMTe kòMDaMta dairyaM vastuMdi,non-hate,
HATE_4359,Living legend sir miru,non-hate,
HATE_4360,vishvak ovar yAkShan anipistuMdi,hate,
HATE_4361,visvak gADiki bAgA èkkuvaiMdiidi maMchi paddhati kAdu,hate,
HATE_4362,mI lAMTi vADini mosaM cheste vADu èppaTiki paiki rADu sAr,non-hate,
HATE_4363,thAMks meDaM,non-hate,
HATE_4364,Varicocel gurinchi explain cheyandi madam,non-hate,
HATE_4365,Man vericocile vunnavallaki kuda count peruguthunda,non-hate,
HATE_4366,mIru chèppe prati viShaMlonU òka viluvaina ardhaM uMTuMdi bayyA  nenu hiMduvuni ayinA iMtavaraku pavitra bhagavat gIta chadavaledu kAnI mIru chèppe prati viShayaM pavitra bhagavat gIta AdhAraMgA chèputuMTe chadavAlanipastuMdi,non-hate,
HATE_4367,mammalni eppatnundo motivate chesthune untunnav brobaguntavmaa andhari aasisulu theesukuni chala baguntav,non-hate,
HATE_4368,jai shrI kRRiShNa chAlA saMtoShaM chAlA maMdiki upayogapaDe mATalu…,non-hate,
HATE_4369,chAlA bAgA chèppAru anna mòdaTi udAharaNa vuMdi adi mAtraM mAmUlugA ledu sUpar asalu,non-hate,
HATE_4370,Clear ga explain chestaru chala manchiga artham avuthundi,non-hate,
HATE_4371,eMTi meDaM idi mIru aMTe èMta gauravaM iShTaM ilAMTi vALLato mIru iMTarvyU talanòppi meDaM vADu,hate,
HATE_4372,ammA kRRitika IsAri vADi daggaraki vachche TappuDu edainA mArunAyudhaM to vachchi chAva dèMgu kesu nA mIda vesukuMTA bhariMchaleka potunnAmu,hate,
HATE_4373,vADi mukhaM addaMlo chUsuko manu prakASh rAju gAri to mATlADADu,hate,
HATE_4374,mAnasika rogi ane peru vaste lisT lo phasT nI pere uMTadi dhora,hate,
HATE_4375,Mundhu veeni interview chesthunna channel vallani thannali,hate,
HATE_4376,Mentel gadini tesuku vachi kurcho pettukunnaru enti anker garu,hate,
HATE_4377,Krittika Garu Vadine Chepu tho Kothandi Live Lo,hate,
HATE_4378,Intha pichi ekkada chudaledu,hate,
HATE_4379,Yeediki prathi kshnam third degree pettali yee sollu poyenthavaraku,hate,
HATE_4380,Vacharuu thikdhi thikkoduu,hate,
HATE_4381,Veedemma veedi lssge waste dhi,hate,
HATE_4382,Picchodini interview endhuku chesthunnaru may be TRP kosama,hate,
HATE_4383,òreynIku chetabaDi chèppiMchina ni abbadalaku A chetabaDi kUDA ninnu eM cheyaledurA,hate,
HATE_4384,shiva gAru mIkunna opikaki nijaMgA hyATsAph…,hate,
HATE_4385,nI iMTarvyU anniTilo nAku nachchina iMTarvyU idi òkkaTe anna,non-hate,
HATE_4386,òka sAmAnya vakti ilAMTi sthAyiki rAvaDaM chAlA garvakaraNaMgAgAuMdi adi Iroju chUDaDaM  chAlA hyApIgA uMdi ,non-hate,
HATE_4387,Very funny Tirupathi language Yaasa dimpaadu  he has very good natural making sense of humour Hope to see him soon in Jabardast,non-hate,
HATE_4388,six aDugula lotu two aDugula vèDalpu èvarikainA shAshvataM,non-hate,
HATE_4389,Shiva gari smile ki fidaamee anchoring super sirnenu macha cheppe Answers kante meru iche smile ne chusthu undipoyanuyour voice  your style of anchoring awaysome,non-hate,
HATE_4390,Macha ki boothulu vachu kani ladies mundu vaddu anta,non-hate,
HATE_4391,Macha songs em paadadu abaa,non-hate,
HATE_4392,shivagAru mI anchoring chAlA chAlA bAguMdisimply superbu have a bright future…,non-hate,
HATE_4393,Macha anna lo oka singer unnadubayataku rappinchandi bayyamacha anna oka famous singer avuthaaru,non-hate,
HATE_4394,siva anna meeru great chala opikatho interview chesaru haatsaup Anna meeru great Anchor,non-hate,
HATE_4395,Cinemalo comedy kante edi picha comedy  navvi navvi kadupu noppi vachindi really supper video supper interview  elantivi Inka cheyandiiiiii all the best,non-hate,
HATE_4396,anna kalvakuMTla phAmilI mòttaM jail potAru ani onefive nèlala nuMDi viMTunnAmudayachesi jail paMpaMDi lekapote jail ane mATa èttakaMDi rèDDi gAru,hate,
HATE_4397,dammu unna rAju  mA rAjanna,non-hate,
HATE_4398,sanyAsaM tIsuko tammuDu,hate,
HATE_4399,rAdhAkRRiShNa gAru AkèLLa rAghaveMdra gAri nI iMTarvyU cheyaMDi memu èMtagAno  èduru chUstunnAmu,non-hate,
HATE_4400,oDipoyina kUDA rAjagopAl rèDDi komaTirèDDi òka vAriyar ,non-hate,
HATE_4401,dammunna lIDar mA rAjanna,non-hate,
HATE_4402,lèjèMD rAjagopAl rèDDi kalmuShaM leni vyakti chAlA siMpul maniShi,non-hate,
HATE_4403,Adarshamaina pòliTikal lIDar ayite rAjakIya sanyAsaM tIsukuMTanani chèppAru emaiMdi,non-hate,
HATE_4404,pedavallaku apadha vasthe ventene velli sahayam chese goppa leaders komatireddy brothers  dammunna leader rajanna ma balam ma dhairyam ma pranam komatireddy brothers,non-hate,
HATE_4405,gèTap sInu acting yèMta maMdiki nacchindi adbhutaM super,non-hate,
HATE_4406,sUpar sUpar sUpar sUpar èksTrA DDari adiripoyiMdi shrInu anna hailèT nuvvu,non-hate,
HATE_4407,nachchesAv shrInu anna Love u bro jai mègAsTAr,non-hate,
HATE_4408,shrInu gAri gèTap  DailAg sUpar aMDi ATo rAm prasAd ATo paMches,non-hate,
HATE_4409,I kaMTèMT lo chiraMjIvi gAri vAyis chesuMTe iMkA bAguMDedi skiT mAtraM sUpar,non-hate,
HATE_4410,Manava rupamlo vunna Devudu mana megastar,non-hate,
HATE_4411,shrInu nI yAkTiMg adiri poyiMdi,non-hate,
HATE_4412,gèTap shInu vAv sUpar mAn mègAsTAr bADI lAMgvej yAs iT is diMchesAvu sUpar ,non-hate,
HATE_4413,Enti Puri nuvvu entha knowledge gain chestavu,non-hate,
HATE_4414,Saami Kadha kannaa venakaala nuvv cheppina vivarana baagundi,non-hate,
HATE_4415,Life lo okasri ina kalavli darling ninnu,non-hate,
HATE_4416,Jungle Naa kodaka  aa maatallo entha ardham undhandi,hate,
HATE_4417,Shiva anna NUVVU entha try chesina  She didnt loose her confidence and attitude ,non-hate,
HATE_4418,gIta gAru I òkka iMTarvyU to mIku diehard phyAn ayipoya,non-hate,
HATE_4419,Nenu e stage raavadaniki Karanam e stage vesinollaa,non-hate,
HATE_4420,Dhini chusathey chalu nadhi solla legisipothundhi,hate,
HATE_4421,NUV MIA KHALIFA NA SARAYU pedda figure needhi,hate,
HATE_4422,Sarayu ni mingalra,hate,
HATE_4423,kaMDaluòMpusòMpulu beauty and strength vunnaMtasepumanaM ènnaina mATlADAtAM avi òDalipoyina fade out tèlusukunna taruvAta appuDemI migaladu sarayU,hate,
HATE_4424,"big bAs Sho nuMDi marI èrlIgA vèLLaTaM kòMchèM nirutsAhaM kaligiMchiMdi
èlimineShan ki smokiMg mukhya kAraNaM anipiMchiMdi",non-hate,
HATE_4425,Deendi lengthbreadthdepthboops baaguntundisundlu superb,hate,
HATE_4426,Pelli meeda naku chala dreams respect vundedhi itlanti interviews chusinappudalla pelli chesukokunda vundadame manchidi anipistundhi,non-hate,
HATE_4427,pAtrala kathanaM spaShTaMgA vivariMchabaDiMdi kAbaTTi nenu psone sinimA chUstAnu,non-hate,
HATE_4428,sinimA chUsina dAnikannA mIru chèppiMdi bAgA ardhaM ayyiMdi meDaM,non-hate,
HATE_4429,chAlA chakkagA tikamaka lekuMDA navala mIda sinimA mIda Asakti pèrigelA vivariMchArudhanyavAdAlu,non-hate,
HATE_4430,ippuDU unnA yuvatA aMdarU chaduvukunnA vAru adhikAra pArTI lanu tiTTaTaM kannA manaM adhikAraM loki vaste èM chestAM èlA chèstAm chèbitè yuvatA AlòchistAru,hate,
HATE_4431,Very Nice BJP ni tarimi dengandhi telangan nundi,hate,
HATE_4432,sky kohili valle india semis ki vachindhi,non-hate,
HATE_4433,kRRiShNa gAru bratakAlimA chinnappaTi nuMDi chUstunnAMènno sinimAlu ,non-hate,
HATE_4434,​navuthunava potti noodles  chalu ra e janmaki,non-hate,
HATE_4435,guDmArNiMg to hyApI saMDe,non-hate,
HATE_4436,"Jai shah
nAshanaM chestunnADu",hate,
HATE_4437,moDi tala vaMchutAmu ani moDi muMdu tala vaMchi vinnapaM chestunnADu jagan,non-hate,
HATE_4438,I arAchakAlu Apagalige dRRikpathaM unna nAyakuDu kevalaM pavan kaLyAN gAru mAtrame,non-hate,
HATE_4439,kAvAli jagan rAvAli jagan ani o esArugA oTlu diMputunnADa prati rojU bAgA,non-hate,
HATE_4440,"annI prabhutva vyatireka vArtale sAmAnyuDi ki I vArtalu chUste
Atma hatye sharaNyaM anipistuMdi",non-hate,
HATE_4441,"annI prabhutva vyatireka vArtale sAmAnyuDi ki I vArtalu chUste
Atma hatye sharaNyaM anipistuMdi",non-hate,
HATE_4442,dopiDIkosame annA jIviMchedi dopiDe jIvita lakShyaM,non-hate,
HATE_4443,Pillala niyamtrana bharatku yento avasarammail or fimail yevarayinasare adhar aadharamga okka bidda matrame vundali,non-hate,
HATE_4444,zero pellillu chesukoni padimandini kanakoodadujanabha yimka perigite yimti stalalu chalavu,non-hate,
HATE_4445,aharapadardhalu chalavuprakruti kooda sahakarimchutaleduyidi sentral gavarnament chetilopani,non-hate,
HATE_4446,Pavan okkasariavakasamevvandi evvandiannadueste enkomoodupellilluchesukontad,non-hate,
HATE_4447,babar azam gadu gobar gudda langa ha lanja meedha rape case vumdhi,hate,
HATE_4448,pakistani fans meru erri pukulu ayyaru naku adhi challu,hate,
HATE_4449,Neevalla eekamukka kuda avvadu Pavan Babu velli shootings chesukovellu,non-hate,
HATE_4450,sri chaitanya jl peddha jaffa galu modda galaku emi radhu malla buildup,hate,
HATE_4451,"Maa jaganu attu kudda pikalarru miru motamu kalise vachinnaaalion is jaganu
Piges grop is babu pawanu lokesh",non-hate,
HATE_4452,desanni janabha bharinumdi raximchamdi mahaprebhoyidimodigarike sadhyapadutumdi,non-hate,
HATE_4453,yudi naavinnapamu matrame bhavishyatlo biddalu badhalu padakoodadane vudyesamuto navinnapamutappayite xaminchamani vinnapam,non-hate,
HATE_4454,Janabhaperegutunaruvupadheudhyogalukaruvevundhe,non-hate,
HATE_4455,RAJAKEYALUHAMELUNERAVERAKUNTEVEPAKCHALUAKADAPRAJALUNELADHESHTHAR,non-hate,
HATE_4456,jagananna peda prajalaki kaMchamulu anni rakAlu vaMTakAlu vaDDiMchi tinaMDi ani paLlèMlo pèTTi peda prajalu aMdistuMTe adi padivela ku nachchaTledu ani èkkaDa marichipotAru ani chèppi panikimAlina mATalu chèppi janamuloki vastunnAru vILLaki jagan annaki jagamaMta kuTuMbaM ani vILLaki kanipiMchaTledu vILlaku toDu chinna pillalu maiMD mèchyUr avvani pillalu I pArTIlo tirigi A bhavi Shyattuni bhaviShyattu pADu ,non-hate,
HATE_4457,pratipakShAlu sAmAnyuDini èdaganivvaru peda prajalaki illulu kaDutuMTe ippuDu vALlu vachchi èlA kaDutunnAru chUstAraTa MgA uMdi atani nuMchi peda prajalaki iLla paTTAlu paMpiNI cheyaDAniki vIlu ledaMTU Ayana sTejès kUrchunnADu aMTe itanu kaMpu cheyaDAniki prayatniMchestunnADu jagananna labdhidArulu iTuvaMTivi jariginappuDu bayaTaku vachchi mI tAlUkA manasulo uMDe mATanu vALlaki tèliyaparachaMDi,non-hate,
HATE_4458,jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi,hate,
HATE_4459,pAvalA gADu kAvAlani rAvaDaM tarvAta gòDavalu susTiMchaDaM vèllipovaDaM,non-hate,
HATE_4460,pavan kuparuvupòTame nitikiètirèkaMgapòraDutunaDu ayanakumachidikadu  jagan nilaMTòDukadu jagan devuDulaMTivaDu,non-hate,
HATE_4461,ekanth sindhe gadu lanjala koppa leader,hate,
HATE_4462,bjp ki siggu saram lanja paruvu emi ledhu,hate,
HATE_4463,dattaputruDiki iMkA siggu rAledu,non-hate,
HATE_4464,shami vadu vadi erri puku fielding,hate,
HATE_4465,vadini asla remove cheshi dengali cm nundhi,hate,
HATE_4466,ide chaitanyaM aMTe tiragabaDaM aMTe ide ammapèTTadu aDukkutinanivvaDu aMTe ide,non-hate,
HATE_4467,èMduku I kalikAlaMlo ilA tayArayyAru I pArTIlo vALlu maMchi jarugutuMTe chUDalekapotunnArA eMTrA idi òrey pavan nuvvu sarvanAshanaM ninnu protsahistunna chaMdrabAbu nAyuDu ane vADu AlrèDI bulli to chestunnADu rojuku roju,non-hate,
HATE_4468,janAlu tèlivaina vALLu kAbaTTe ilA tiragabaDDAru,non-hate,
HATE_4469,memu prajalaki phalAnAdi chestAmani chèppukòni prajalloki rAvAli e bòkka ledu vachchi eM pIkutAru,non-hate,
HATE_4470,chAlA chakkagA buddhi chèppAru akkalu,non-hate,
HATE_4471,kanIsaM mIDiyA muMduku vachchi òka près mIT kUDA pèTTaleni vADu I pAvalA,non-hate,
HATE_4472,jagan ki alane gudda lo rod dimpali public,hate,
HATE_4473,Clarity lakunda vastha Ela na vuntundhi,non-hate,
HATE_4474,modi ki muslim galu eppudo pelechi dengutaru,hate,
HATE_4475,dattaputruDiki iMkA siggu rAledu,non-hate,
HATE_4476,eknath kicheppu  tho dengali,hate,
HATE_4477,de chaitanyaM aMTe tiragabaDaM aMTe ide ammapèTTadu aDukkutinanivvaDu aMTe ide,non-hate,
HATE_4478,èMduku I kalikAlaMlo ilA tayArayyAru I pArTIlo vALlu maMchi jarugutuMTe chUDalekapotunnArA eMTrA idi òrey pavan nuvvu sarvanAshanaM ninnu protsahistunna chaMdrabAbu nAyuDu ane vADu AlrèDI bulli to chestunnADu rojuku roju,hate,
HATE_4479,janAlu tèlivaina vALLu kAbaTTe ilA tiragabaDDAru,non-hate,
HATE_4480,memu prajalaki phalAnAdi chestAmani chèppukòni prajalloki rAvAli e bòkka ledu vachchi eM pIkutAru,non-hate,
HATE_4481,kanIsaM mIDiyA muMduku vachchi òka près mIT kUDA pèTTaleni vADu I pAvalA,non-hate,
HATE_4482,Sicogallu  tho jagrthha,hate,
HATE_4483,Murkulani evaru emi cheyaleru,non-hate,
HATE_4484,Aadhoka party vadoka nayakuda villoka karyakarthalu,non-hate,
HATE_4485,Eippudu nuvvu yenta chesina janallaki vellina niku minus,hate,
HATE_4486,sanka naaku ra papi ga chn dhi,hate,
HATE_4487,ide chaitanyaM aMTe tiragabaDaM aMTe ide ammapèTTadu aDukkutinanivvaDu aMTe ide,non-hate,
